ST_PC_CODE,ST_NAME,ST_CODE,PC_NAME,PC_CODE,CANDIDATE_NAME,ST_PC_CODE_NAME,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY_ABB,TOTAL_VOTES_POLLED,POSITION,PARTY_NAME,MARGIN
19_7,WEST BENGAL,19,MALDAH UTTAR,7,MONATAN HEMBRAM,19_7_MONATAN HEMBRAM,M,ST,29.0,BMUP,4696,12,Bahujan Mukti Party,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,ABDUL KHALEQUE,19_7_ABDUL KHALEQUE,M,GEN,46.0,AIUDF,4650,13,All India United Democratic Front,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,BISHNUPADA BARMAN,19_7_BISHNUPADA BARMAN,M,SC,48.0,AMB,4225,14,Amra Bangalee,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,MINARA KHATUN,19_7_MINARA KHATUN,F,GEN,32.0,HKRD,3348,15,Hindustan Krantikari Dal,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,ABU HASEM KHAN CHOWDHURY,19_8_ABU HASEM KHAN CHOWDHURY,M,GEN,70.0,INC,380291,1,Indian National Congress,164111
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,BISNU PADA ROY,19_8_BISNU PADA ROY,M,GEN,50.0,BJP,216180,2,Bharatiya Janata Party,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,ABUL HASNAT KHAN,19_8_ABUL HASNAT KHAN,M,GEN,67.0,CPM,209480,3,Communist Party of India  (Marxist),0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,MD MOAZZEM HOSSAIN,19_8_MD MOAZZEM HOSSAIN,M,GEN,57.0,AITC,192632,4,All India Trinamool Congress,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,MD NAJRUL ISLAM,19_8_MD NAJRUL ISLAM,M,GEN,35.0,AIUDF,21207,5,All India United Democratic Front,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,IMTIAZ AHMED MOLLAH,19_8_IMTIAZ AHMED MOLLAH,M,GEN,47.0,SDPI,12952,6,SOCIAL DEMOCRATIC PARTY OF INDIA,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,MANJUR ALAHI MUNSHI,19_8_MANJUR ALAHI MUNSHI,M,GEN,49.0,IND,11426,7,Independent,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,SADHAN CHATTERJEE,19_8_SADHAN CHATTERJEE,M,GEN,61.0,IND,10536,8,Independent,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,None of the Above,19_8_None of the Above,0,0,0.0,NOTA,8392,9,None of the Above,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,NARESH RISHI,19_8_NARESH RISHI,M,SC,61.0,IND,6616,10,Independent,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,NIKHIL CHANDRA MANDAL,19_8_NIKHIL CHANDRA MANDAL,M,SC,44.0,BSP,6138,11,Bahujan Samaj Party,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,MD EZARUDDIN,19_8_MD EZARUDDIN,M,GEN,79.0,JeSM,3377,12,Jamat-E-Seratul Mustakim,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,MD FARUQUE HOSSAIN (SAHITYARATNA),19_8_MD FARUQUE HOSSAIN (SAHITYARATNA),M,GEN,39.0,IUML,3282,13,Indian Union Muslim League,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,MURSED SEKH,19_8_MURSED SEKH,M,GEN,36.0,RPI(A),2720,14,Republican Party of India (A),0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,NASMUL HOQUE,19_8_NASMUL HOQUE,M,GEN,35.0,PDS,2466,15,Party for Democratic Socialism,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,BIMAL MARDI,19_8_BIMAL MARDI,M,ST,30.0,JDP,1921,16,Jharkhand Disom Party,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,DIPAK SINGH,19_8_DIPAK SINGH,M,GEN,49.0,RaJSP,1449,17,Rashtriya Janadhikar Suraksha Party,0
19_8,WEST BENGAL,19,MALDAH DAKSHIN,8,FIROZ AKHTAR,19_8_FIROZ AKHTAR,M,GEN,46.0,BMUP,1342,18,Bahujan Mukti Party,0
32_6,KERALA,32,MALAPPURAM,6,E. AHAMED,32_6_E. AHAMED,M,GEN,76.0,IUML,437723,1,Indian Union Muslim League,194739
32_6,KERALA,32,MALAPPURAM,6,P.K.SAINABA,32_6_P.K.SAINABA,F,GEN,51.0,CPM,242984,2,Communist Party of India  (Marxist),0
32_6,KERALA,32,MALAPPURAM,6,ADV. N.SREEPRAKASH,32_6_ADV. N.SREEPRAKASH,M,GEN,44.0,BJP,64705,3,Bharatiya Janata Party,0
32_6,KERALA,32,MALAPPURAM,6,NASARUDHEEN,32_6_NASARUDHEEN,,,,SDPI,47853,4,SOCIAL DEMOCRATIC PARTY OF INDIA,0
32_6,KERALA,32,MALAPPURAM,6,PROF. P.ISMAIL,32_6_PROF. P.ISMAIL,M,GEN,61.0,WPOI,29216,5,Welfare Party Of India,0
32_6,KERALA,32,MALAPPURAM,6,None of the Above,32_6_None of the Above,0,0,0.0,NOTA,21829,6,None of the Above,0
32_6,KERALA,32,MALAPPURAM,6,ILYAS,32_6_ILYAS,M,GEN,42.0,BSP,2745,7,Bahujan Samaj Party,0
32_6,KERALA,32,MALAPPURAM,6,GOPINATHAN.N,32_6_GOPINATHAN.N,M,GEN,61.0,IND,2491,8,Independent,0
32_6,KERALA,32,MALAPPURAM,6,DR. M.V. IBRAHIM,32_6_DR. M.V. IBRAHIM,M,GEN,36.0,IND,1376,9,Independent,0
32_6,KERALA,32,MALAPPURAM,6,SREEDHARAN,32_6_SREEDHARAN,M,SC,55.0,IND,1330,10,Independent,0
32_6,KERALA,32,MALAPPURAM,6,ANWAR SHAKEEL OMAR,32_6_ANWAR SHAKEEL OMAR,M,GEN,50.0,IND,1215,11,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,MULAYAM SINGH YADAV,9_21_MULAYAM SINGH YADAV,M,GEN,74.0,SP,595918,1,Samajwadi Party,364666
9_21,UTTAR PRADESH,9,MAINPURI,21,SHATRUGHAN SINGH CHAUHAN,9_21_SHATRUGHAN SINGH CHAUHAN,M,GEN,55.0,BJP,231252,2,Bharatiya Janata Party,0
9_21,UTTAR PRADESH,9,MAINPURI,21,DR. SANGHMITRA MAURYA,9_21_DR. SANGHMITRA MAURYA,F,GEN,28.0,BSP,142833,3,Bahujan Samaj Party,0
9_21,UTTAR PRADESH,9,MAINPURI,21,None of the Above,9_21_None of the Above,0,0,0.0,NOTA,6323,4,None of the Above,0
9_21,UTTAR PRADESH,9,MAINPURI,21,ALOK NANDAN,9_21_ALOK NANDAN,M,SC,27.0,IND,5645,5,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,BABA HARDEV SINGH,9_21_BABA HARDEV SINGH,M,GEN,66.0,AAAP,5588,6,Aam Aadmi Party,0
9_21,UTTAR PRADESH,9,MAINPURI,21,MUKESH KUMAR SHAKYA,9_21_MUKESH KUMAR SHAKYA,M,GEN,46.0,IND,2542,7,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,HAKIM SINGH,9_21_HAKIM SINGH,M,GEN,49.0,IND,2279,8,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,ABU NASIM PATHAN,9_21_ABU NASIM PATHAN,M,GEN,39.0,PECP,2095,9,Peace Party,0
9_21,UTTAR PRADESH,9,MAINPURI,21,RAJESHWARI,9_21_RAJESHWARI,F,GEN,49.0,IND,1746,10,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,MUKESH KUMAR,9_21_MUKESH KUMAR,M,GEN,25.0,IND,916,11,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,SATENDRA VEER SINGH CHAUHAN,9_21_SATENDRA VEER SINGH CHAUHAN,M,GEN,48.0,AIFB,872,12,All India Forward Bloc,0
9_21,UTTAR PRADESH,9,MAINPURI,21,ASHOK KUMAR,9_21_ASHOK KUMAR,M,GEN,38.0,IND,695,13,Independent,0
9_21,UTTAR PRADESH,9,MAINPURI,21,SHISHUPAL SINGH,9_21_SHISHUPAL SINGH,M,GEN,41.0,BSCP,561,14,Bhartiya Shakti Chetna Party,0
24_4,GUJARAT,24,MAHESANA,4,PATEL JAYSHREEBEN KANUBHAI,24_4_PATEL JAYSHREEBEN KANUBHAI,F,GEN,55.0,BJP,580250,1,Bharatiya Janata Party,208891
24_4,GUJARAT,24,MAHESANA,4,PATEL JIVABHAI AMBALAL,24_4_PATEL JIVABHAI AMBALAL,M,GEN,75.0,INC,371359,2,Indian National Congress,0
24_4,GUJARAT,24,MAHESANA,4,None of the Above,24_4_None of the Above,0,0,0.0,NOTA,11615,3,None of the Above,0
24_4,GUJARAT,24,MAHESANA,4,THAKOR KEVALJI NATHAJI,24_4_THAKOR KEVALJI NATHAJI,M,GEN,55.0,BSP,9766,4,Bahujan Samaj Party,0
24_4,GUJARAT,24,MAHESANA,4,MAHMAD AZAM HAIDERKHAN PATHAN,24_4_MAHMAD AZAM HAIDERKHAN PATHAN,M,GEN,29.0,IND,6139,5,Independent,0
24_4,GUJARAT,24,MAHESANA,4,PRAJAPATI VITTHALBHAI VIRDAS,24_4_PRAJAPATI VITTHALBHAI VIRDAS,M,GEN,61.0,IND,5982,6,Independent,0
24_4,GUJARAT,24,MAHESANA,4,GIRISHJI JENAJI DABHI,24_4_GIRISHJI JENAJI DABHI,M,GEN,38.0,BNJD,4825,7,Bharatiya National Janta Dal,0
24_4,GUJARAT,24,MAHESANA,4,SMT VANDANABEN DINESHKUMAR PATEL,24_4_SMT VANDANABEN DINESHKUMAR PATEL,F,GEN,39.0,AAAP,3731,8,Aam Aadmi Party,0
24_4,GUJARAT,24,MAHESANA,4,THAKOR SAMARATJI BALVANTSINH,24_4_THAKOR SAMARATJI BALVANTSINH,M,GEN,35.0,IND,2427,9,Independent,0
24_4,GUJARAT,24,MAHESANA,4,THAKOR BABUJI DHANAJI,24_4_THAKOR BABUJI DHANAJI,M,GEN,59.0,IND,1804,10,Independent,0
24_4,GUJARAT,24,MAHESANA,4,THAKOR BALDEVJI MAGANJI,24_4_THAKOR BALDEVJI MAGANJI,M,GEN,57.0,IND,1653,11,Independent,0
24_4,GUJARAT,24,MAHESANA,4,ZALA INDRAJITSINH MAHENDRASINH,24_4_ZALA INDRAJITSINH MAHENDRASINH,M,GEN,36.0,SP,1340,12,Samajwadi Party,0
24_4,GUJARAT,24,MAHESANA,4,THAKOR MANSANGJI PUNJAJI,24_4_THAKOR MANSANGJI PUNJAJI,M,GEN,56.0,BMUP,1251,13,Bahujan Mukti Party,0
24_4,GUJARAT,24,MAHESANA,4,CHAUDHARY DINESHBHAI SALUBHAI,24_4_CHAUDHARY DINESHBHAI SALUBHAI,M,GEN,37.0,VHS,1084,14,Vishva Hindustani Sangathan,0
24_4,GUJARAT,24,MAHESANA,4,PATEL DILIPBHAI SOMABHAI,24_4_PATEL DILIPBHAI SOMABHAI,M,GEN,46.0,HJP,1032,15,Hindustan Janta Party,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,AP JITHENDER REDDY,28_11_AP JITHENDER REDDY,M,GEN,60.0,TRS,334228,1,Telangana Rashtra Samithi,2590
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,JAIPAL REDDY SUDINI,28_11_JAIPAL REDDY SUDINI,M,GEN,72.0,INC,331638,2,Indian National Congress,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,DR. JANARDHAN REDDY NAGAM,28_11_DR. JANARDHAN REDDY NAGAM,M,GEN,65.0,BJP,272791,3,Bharatiya Janata Party,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,S.R.PREMAIAH,28_11_S.R.PREMAIAH,M,SC,60.0,PPOI,30388,4,Pyramid Party of India,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,KADIRE KRISHNA,28_11_KADIRE KRISHNA,M,SC,37.0,BSP,15779,5,Bahujan Samaj Party,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,H.A. RAHMAN,28_11_H.A. RAHMAN,M,GEN,44.0,YSRCP,9105,6,Yuvajana Sramika Rythu Congress Party,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,None of the Above,28_11_None of the Above,0,0,0.0,NOTA,9037,7,None of the Above,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,IBRAHIM SYED,28_11_IBRAHIM SYED,M,GEN,44.0,IND,4549,8,Independent,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,DR. CHANDRA SEKHAR. A,28_11_DR. CHANDRA SEKHAR. A,M,GEN,45.0,IND,4033,9,Independent,0
28_11,ANDHRA PRADESH,28,MAHBUBNAGAR,11,S. SHIVA SHANKAR,28_11_S. SHIVA SHANKAR,M,GEN,45.0,IND,3252,10,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU (CHANDU BHAIYA),22_9_CHANDU LAL SAHU (CHANDU BHAIYA),,,,BJP,503514,1,Bharatiya Janata Party,1217
22_9,CHHATTISGARH,22,MAHASAMUND,9,AJIT JOGI,22_9_AJIT JOGI,,,,INC,502297,2,Indian National Congress,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU,22_9_CHANDU LAL SAHU,,,,IND,20255,3,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU,22_9_CHANDU LAL SAHU,,,,IND,12308,4,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU,22_9_CHANDU LAL SAHU,,,,IND,10797,5,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,KANHAIYA LAL SAHU,22_9_KANHAIYA LAL SAHU,,,,BSP,10600,6,Bahujan Samaj Party,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,None of the Above,22_9_None of the Above,,,,NOTA,9955,7,None of the Above,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU,22_9_CHANDU LAL SAHU,,,,IND,7091,8,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,ABHA PANDEY (GUDIA),22_9_ABHA PANDEY (GUDIA),,,,CSM,5868,9,Chhattisgarh Swabhiman Manch,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,LAKSHMAN MASTURIYA,22_9_LAKSHMAN MASTURIYA,,,,AAAP,5524,10,Aam Aadmi Party,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU,22_9_CHANDU LAL SAHU,,,,IND,5497,11,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDOO LAL SAHU,22_9_CHANDOO LAL SAHU,,,,IND,4718,12,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,HEMANT PRADHAN,22_9_HEMANT PRADHAN,,,,IND,3911,13,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU RAM SAHU,22_9_CHANDU RAM SAHU,,,,IND,3732,14,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,SUKHNANDAN DESHKAR,22_9_SUKHNANDAN DESHKAR,,,,IND,3670,15,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,PREETI DHRUW,22_9_PREETI DHRUW,,,,GGP,3090,16,Gondvana Gantantra Party,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHAMPA LAL PATEL,22_9_CHAMPA LAL PATEL,,,,IND,2409,17,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU LAL SAHU,22_9_CHANDU LAL SAHU,,,,IND,2268,18,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDURAM SAHU,22_9_CHANDURAM SAHU,,,,IND,2167,19,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,PATEL SHRI DHAR CHANDRAKAR,22_9_PATEL SHRI DHAR CHANDRAKAR,,,,AD,1665,20,Apna Dal,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,CHANDU RAM SAHU,22_9_CHANDU RAM SAHU,,,,IND,1628,21,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,VIJAY KUMAR PATEL,22_9_VIJAY KUMAR PATEL,,,,IND,1523,22,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,MOHAN LAL PATEL,22_9_MOHAN LAL PATEL,,,,BSCP,1395,23,Bhartiya Shakti Chetna Party,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,DR. RUPANAND SOI,22_9_DR. RUPANAND SOI,,,,IND,1338,24,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,GANGADHAR PATEL,22_9_GANGADHAR PATEL,,,,IND,1279,25,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,DEV PRASAD KELKAR,22_9_DEV PRASAD KELKAR,,,,IND,1053,26,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,MOTI LAL SAHU,22_9_MOTI LAL SAHU,,,,IND,904,27,Independent,0
22_9,CHHATTISGARH,22,MAHASAMUND,9,MOTILAL SAHU,22_9_MOTILAL SAHU,,,,IND,753,28,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,PANKAJ,9_19_PANKAJ,M,GEN,44.0,BJP,471542,1,Bharatiya Janata Party,150789
10_19,BIHAR,10,MAHARAJGANJ,19,"JANARDAN SINGH ""SIGRIWAL""","10_19_JANARDAN SINGH ""SIGRIWAL""",M,GEN,50.0,BJP,320753,2,Bharatiya Janata Party,0
10_19,BIHAR,10,MAHARAJGANJ,19,PRABHU NATH SINGH,10_19_PRABHU NATH SINGH,M,GEN,61.0,RJD,282338,3,Rashtriya Janata Dal,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,KASHI NATH SHUKLA,9_19_KASHI NATH SHUKLA,M,GEN,59.0,BSP,231084,4,Bahujan Samaj Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,AKHILESH,9_19_AKHILESH,M,GEN,50.0,SP,213974,5,Samajwadi Party,0
10_19,BIHAR,10,MAHARAJGANJ,19,MANORANJAN SINGH,10_19_MANORANJAN SINGH,M,GEN,54.0,JD(U),149483,6,Janata Dal  (United),0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,HARSH VARDHAN,9_19_HARSH VARDHAN,M,GEN,66.0,INC,57193,7,Indian National Congress,0
10_19,BIHAR,10,MAHARAJGANJ,19,None of the Above,10_19_None of the Above,0,0,0.0,NOTA,23404,8,None of the Above,0
10_19,BIHAR,10,MAHARAJGANJ,19,BRINDA PATHAK,10_19_BRINDA PATHAK,M,GEN,68.0,IND,17186,9,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,ANIL KUMAR SHAHANI,9_19_ANIL KUMAR SHAHANI,M,GEN,38.0,IND,15517,10,Independent,0
10_19,BIHAR,10,MAHARAJGANJ,19,UMASHANKAR TIWARI,10_19_UMASHANKAR TIWARI,M,GEN,38.0,IND,11599,11,Independent,0
10_19,BIHAR,10,MAHARAJGANJ,19,NAGENDRA PRASAD,10_19_NAGENDRA PRASAD,M,GEN,49.0,BSP,11189,12,Bahujan Samaj Party,0
10_19,BIHAR,10,MAHARAJGANJ,19,DR. GOPAL PRASAD,10_19_DR. GOPAL PRASAD,M,GEN,63.0,IND,10602,13,Independent,0
10_19,BIHAR,10,MAHARAJGANJ,19,SHIV NATH MAHTO,10_19_SHIV NATH MAHTO,M,GEN,57.0,IND,8874,14,Independent,0
10_19,BIHAR,10,MAHARAJGANJ,19,RINA RANI,10_19_RINA RANI,F,GEN,40.0,AAAP,6430,15,Aam Aadmi Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,TEJ PRATAP,9_19_TEJ PRATAP,M,GEN,49.0,IND,6131,16,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,SHREE AKHILESH KUMAR,9_19_SHREE AKHILESH KUMAR,M,GEN,30.0,ADUP,5422,17,Apna Dal United Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,KAVILAS,9_19_KAVILAS,M,GEN,35.0,SBSP,5195,18,Suheldev Bhartiya Samaj Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,RAMSAMUJH,9_19_RAMSAMUJH,M,GEN,59.0,S(J),5001,19,Swaraj (J),0
10_19,BIHAR,10,MAHARAJGANJ,19,BYAS MANJHI,10_19_BYAS MANJHI,M,SC,43.0,BMUP,4796,20,Bahujan Mukti Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,None of the Above,9_19_None of the Above,0,0,0.0,NOTA,4545,21,None of the Above,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,GOVIND DAS,9_19_GOVIND DAS,M,GEN,55.0,IND,4216,22,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,DAYARAM NISHAD,9_19_DAYARAM NISHAD,M,GEN,34.0,IND,4210,23,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,AJAYDHAR,9_19_AJAYDHAR,M,GEN,35.0,IND,4079,24,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,ARAT KHARVAR,9_19_ARAT KHARVAR,M,GEN,48.0,BMUP,3752,25,Bahujan Mukti Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,MUMMATAJ,9_19_MUMMATAJ,M,GEN,34.0,PECP,3582,26,Peace Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,SHIVCHARAN,9_19_SHIVCHARAN,M,GEN,25.0,jhspt,3455,27,Jai Hind Samaj Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,PASHUPATI NATH GUPTA,9_19_PASHUPATI NATH GUPTA,M,GEN,55.0,AAAP,3196,28,Aam Aadmi Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,RAKESH KUMAR GIRI,9_19_RAKESH KUMAR GIRI,M,GEN,37.0,IND,2545,29,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,VIMLESH TRIPATHI,9_19_VIMLESH TRIPATHI,M,GEN,30.0,NAP,2339,30,Naitik Party,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,DINANATH,9_19_DINANATH,M,SC,41.0,IND,2149,31,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,RADHEYSHYAM,9_19_RADHEYSHYAM,M,SC,31.0,MBCOI,1961,32,Most Backward Classes Of India,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,RAKESH KUMAR GUPTA,9_19_RAKESH KUMAR GUPTA,M,GEN,27.0,IND,1828,33,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,DINESH KUMAR,9_19_DINESH KUMAR,M,SC,60.0,IND,1671,34,Independent,0
9_19,UTTAR PRADESH,9,MAHARAJGANJ,19,MANGAL LAL,9_19_MANGAL LAL,M,GEN,69.0,LD,1491,35,Lok Dal,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,PROF. AZMEERA SEETARAM NAIK,28_16_PROF. AZMEERA SEETARAM NAIK,M,ST,56.0,TRS,320569,1,Telangana Rashtra Samithi,34992
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,P. BALRAM,28_16_P. BALRAM,M,ST,49.0,INC,285577,2,Indian National Congress,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,BANOTH MOHANLAL,28_16_BANOTH MOHANLAL,M,ST,49.0,TDP,215904,3,Telugu Desam,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,TELLAM VENKATA RAO,28_16_TELLAM VENKATA RAO,M,ST,46.0,YSRCP,128465,4,Yuvajana Sramika Rythu Congress Party,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),28_16_PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),M,ST,53.0,IND,94014,5,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,LAXMAN BUKYA,28_16_LAXMAN BUKYA,M,ST,38.0,IND,14026,6,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,V. GOURI NAGAMANI,28_16_V. GOURI NAGAMANI,F,ST,43.0,IND,13664,7,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,DATLA NAGESHWAR RAO,28_16_DATLA NAGESHWAR RAO,M,ST,48.0,IND,6854,8,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,None of the Above,28_16_None of the Above,0,0,0.0,NOTA,6705,9,None of the Above,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,KAVITHA RANI LUNAVATH,28_16_KAVITHA RANI LUNAVATH,F,ST,35.0,PPOI,6627,10,Pyramid Party of India,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,BODA RAASI,28_16_BODA RAASI,F,ST,29.0,BSP,6224,11,Bahujan Samaj Party,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,LAXMINARAYANA BORRA,28_16_LAXMINARAYANA BORRA,M,ST,38.0,IND,5888,12,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,METLA PAPAIAH,28_16_METLA PAPAIAH,M,ST,62.0,IND,3922,13,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,GUGULOTU JAGAN,28_16_GUGULOTU JAGAN,M,ST,37.0,MCPI,3671,14,Marxist Communist Party of India (United),0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,PADIGA YARRAIAH,28_16_PADIGA YARRAIAH,M,ST,69.0,IND,3492,15,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,PONAKA SAMMAKKA,28_16_PONAKA SAMMAKKA,F,ST,36.0,IND,3475,16,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,BALUNAYAK BHUKYA,28_16_BALUNAYAK BHUKYA,M,ST,34.0,IND,3094,17,Independent,0
28_16,ANDHRA PRADESH,28,MAHABUBABAD,16,EESAM SUDHAKAR,28_16_EESAM SUDHAKAR,M,ST,29.0,IND,2199,18,Independent,0
33_32,TAMIL NADU,33,MADURAI,32,R.GOPALAKRISHNAN,33_32_R.GOPALAKRISHNAN,M,GEN,45.0,ADMK,454167,1,All India Anna Dravida Munnetra Kazhagam,197436
33_32,TAMIL NADU,33,MADURAI,32,V VELUSAMY,33_32_V VELUSAMY,M,GEN,65.0,DMK,256731,2,Dravida Munnetra Kazhagam,0
33_32,TAMIL NADU,33,MADURAI,32,D SIVAMUTHU KUMAR,33_32_D SIVAMUTHU KUMAR,M,GEN,43.0,DMDK,147300,3,Desiya Murpokku Dravida Kazhagam,0
33_32,TAMIL NADU,33,MADURAI,32,T.N.BHARATH NACHIAPPAN,33_32_T.N.BHARATH NACHIAPPAN,M,GEN,38.0,INC,32143,4,Indian National Congress,0
33_32,TAMIL NADU,33,MADURAI,32,B.VIKRAMAN,33_32_B.VIKRAMAN,M,GEN,52.0,CPM,30108,5,Communist Party of India  (Marxist),0
33_32,TAMIL NADU,33,MADURAI,32,None of the Above,33_32_None of the Above,0,0,0.0,NOTA,19866,6,None of the Above,0
33_32,TAMIL NADU,33,MADURAI,32,P.GOPALAKRISHNAN,33_32_P.GOPALAKRISHNAN,M,GEN,54.0,IND,6337,7,Independent,0
33_32,TAMIL NADU,33,MADURAI,32,M.KAMACIS,33_32_M.KAMACIS,M,GEN,43.0,AAAP,5423,8,Aam Aadmi Party,0
